_c0,Player,height,weight,collage,born,birth_city,birth_state,First_Name,Last_Name
1142,Ron Davis,198,89,Washington State University,1954,Phoenix,Arizona,Ron,Davis
1143,Randy Denton,208,108,Duke University,1949,Raleigh,North Carolina,Randy,Denton
1144,Coby Dietrick,208,99,San Jose State University,1948,Riverside,California,Coby,Dietrick
1145,Leon Douglas,208,104,University of Alabama,1954,Leighton,Alabama,Leon,Douglas
1146,Mike Dunleavy,190,81,University of South Carolina,1954,Brooklyn,New York,Mike,Dunleavy
1147,Jim Eakins,211,97,Brigham Young University,1946,Sacramento,California,Jim,Eakins
1148,Len Elmore,206,99,University of Maryland,1952,New York,New York,Len,Elmore
1149,Darrell Elston,193,86,University of North Carolina,1952,Tipton,Indiana,Darrell,Elston
1150,Alex English*,201,86,University of South Carolina,1954,Columbia,South Carolina,Alex,English*
1151,Julius Erving*,201,95,University of Massachusetts Amherst,1950,Roosevelt,New York,Julius,Erving*
1152,Butch Feher,193,83,Vanderbilt University,1954,Flint,Michigan,Butch,Feher
1153,Mike Flynn,188,81,University of Kentucky,1953,Casablanca,Morocco,Mike,Flynn
1154,Terry Furlow,193,86,Michigan State University,1954,Flint,Michigan,Terry,Furlow
1155,Mike Gale,193,83,Elizabeth City State University,1950,Philadelphia,Pennsylvania,Mike,Gale
1156,Gus Gerard,203,90,University of Virginia,1953,Uniontown,Pennsylvania,Gus,Gerard
1157,George Gervin*,201,81,Eastern Michigan University,1952,Detroit,Michigan,George,Gervin*
1158,Artis Gilmore*,218,108,Jacksonville University,1949,Chipley,Florida,Artis,Gilmore*
1159,Mike Green,208,90,Louisiana Tech University,1951,McComb,Mississippi,Mike,Green
1160,Steve Green,201,99,Indiana University,1953,Madison,Wisconsin,Steve,Green
1161,Paul Griffin,206,92,Western Michigan University,1954,Shelby,Michigan,Paul,Griffin
1162,Rudy Hackett,206,95,Syracuse University,1953,Mount Vernon,New York,Rudy,Hackett
1163,Phil Hicks,201,92,Tulane University,1953,Chicago,Illinois,Phil,Hicks
1164,Armond Hill,193,86,Princeton University,1953,Brooklyn,New York,Armond,Hill
1165,Darnell Hillman,206,97,San Jose State University,1949,Sacramento,California,Darnell,Hillman
1166,Mo Howard,188,77,University of Maryland,1954,Philadelphia,Pennsylvania,Mo,Howard
1167,Kim Hughes,211,99,University of Wisconsin,1952,Freeport,Illinois,Kim,Hughes
1168,Dan Issel*,206,106,University of Kentucky,1948,Batavia,Illinois,Dan,Issel*
1169,Dennis Johnson*,193,83,Pepperdine University,1954,San Pedro,California,Dennis,Johnson*
1170,Bobby Jones,206,95,University of North Carolina,1951,Charlotte,North Carolina,Bobby,Jones
1171,Caldwell Jones,211,98,Albany State University,1950,McGehee,Arkansas,Caldwell,Jones
1172,Rich Jones,198,99,University of Memphis,1946,Memphis,Tennessee,Rich,Jones
1173,Robin Jones,206,102,Saint Louis University,1954,St. Louis,Missouri,Robin,Jones
1174,Wil Jones,190,83,Northwestern University,1936,Unknown,Unknown,Wil,Jones
1175,George Karl,190,83,University of North Carolina,1952,Penn Hills,Pennsylvania,George,Karl
1176,Goo Kennedy,196,92,Texas Christian University,1949,Charlotte,North Carolina,Goo,Kennedy
1177,Larry Kenon,206,92,University of Memphis,1952,Birmingham,Alabama,Larry,Kenon
1178,Billy Knight,198,88,University of Pittsburgh,1952,Braddock,Pennsylvania,Billy,Knight
1179,Mitch Kupchak,206,104,University of North Carolina,1954,Hicksville,New York,Mitch,Kupchak
1180,Bo Lamar,185,81,University of Louisiana at Lafayette,1951,Columbus,Ohio,Bo,Lamar
1181,Ron Lee,193,87,University of Oregon,1952,Boston,Massachusetts,Ron,Lee
1182,Scott Lloyd,208,104,Arizona State University,1952,Chicago,Illinois,Scott,Lloyd
1183,John Lucas,190,79,University of Maryland,1953,Durham,North Carolina,John,Lucas
1184,Maurice Lucas,206,97,Marquette University,1952,Pittsburgh,Pennsylvania,Maurice,Lucas
1185,Moses Malone*,208,97,Unknown,1955,Petersburg,Virginia,Moses,Malone*
1186,Scott May,201,97,Indiana University,1954,Sandusky,Ohio,Scott,May
1187,Andre McCarter,190,86,"University of California, Los Angeles",1953,Philadelphia,Pennsylvania,Andre,McCarter
1188,Ted McClain,185,81,Tennessee State University,1946,Nashville,Tennessee,Ted,McClain
1189,Allen Murphy,196,86,University of Louisville,1952,Birmingham,Alabama,Allen,Murphy
1190,Swen Nater,211,108,"University of California, Los Angeles",1950,Denhelder,Netherlands,Swen,Nater
1191,Johnny Neumann,198,90,University of Mississippi,1951,Memphis,Tennessee,Johnny,Neumann
1192,Mark Olberding,203,102,University of Minnesota,1956,Melrose,Minnesota,Mark,Olberding
1193,Tom Owens,208,97,University of South Carolina,1949,Bronx,New York,Tom,Owens
1194,Joe Pace,208,99,Coppin State University,1953,New Brunswick,New Jersey,Joe,Pace
1195,Robert Parish*,213,104,Centenary College of Louisiana,1953,Shreveport,Louisiana,Robert,Parish*
1196,Sonny Parker,198,90,Texas A&M University,1955,Chicago,Illinois,Sonny,Parker
1197,Billy Paultz,211,106,St. John's University,1948,River Edge,New Jersey,Billy,Paultz
1198,Marv Roberts,203,90,Utah State University,1950,Brooklyn,New York,Marv,Roberts
1199,Dave Robisch,208,106,University of Kansas,1949,Cincinnati,Ohio,Dave,Robisch
1200,Marshall Rogers,185,86,University of Texas-Pan American,1953,St. Louis,Missouri,Marshall,Rogers
1201,Dan Roundfield,203,92,Central Michigan University,1953,Detroit,Michigan,Dan,Roundfield
1202,Phil Sellers,193,88,Rutgers University,1953,Brooklyn,New York,Phil,Sellers
1203,Lonnie Shelton,203,108,Oregon State University,1955,Bakersfield,California,Lonnie,Shelton
1204,James Silas,185,81,Stephen F. Austin State University,1949,Tallulah,Louisiana,James,Silas
1205,Ralph Simpson,196,90,Michigan State University,1949,Detroit,Michigan,Ralph,Simpson
1206,Al Skinner,190,86,University of Massachusetts Amherst,1952,Mount Vernon,New York,Al,Skinner
1207,Willie Smith,213,99,Syracuse University,1949,Unknown,Unknown,Willie,Smith
1208,Keith Starr,198,86,University of Pittsburgh,1954,Sewickley,Pennsylvania,Keith,Starr
1209,Earl Tatum,196,83,Marquette University,1953,Mount Vernon,New York,Earl,Tatum
1210,Brian Taylor,188,83,Princeton University,1951,Perth Amboy,New Jersey,Brian,Taylor
1211,Fatty Taylor,183,79,La Salle University,1946,Washington,District of Columbia,Fatty,Taylor
1212,Ira Terrell,203,90,Southern Methodist University,1954,Dallas,Texas,Ira,Terrell
1213,Claude Terry,193,88,Stanford University,1950,Salida,California,Claude,Terry
1214,David Thompson*,193,88,North Carolina State University,1954,Shelby,North Carolina,David,Thompson*
1215,Monte Towe,170,68,North Carolina State University,1953,Marion,Indiana,Monte,Towe
1216,Dave Twardzik,185,79,Old Dominion University,1950,Hershey,Pennsylvania,Dave,Twardzik
1217,Jan Van,185,79,Unknown,1950,Unknown,Unknown,Jan,Van
1218,Andy Walker,193,86,Niagara University,1955,Long Island City,New York,Andy,Walker
1219,Wally Walker,201,86,University of Virginia,1954,Millersville,Pennsylvania,Wally,Walker
1220,Lloyd Walton,183,72,Marquette University,1953,Chicago,Illinois,Lloyd,Walton
1221,Henry Ward,193,88,Jackson State University,1952,Jackson,Mississippi,Henry,Ward
1222,Richard Washington,211,99,"University of California, Los Angeles",1955,Portland,Oregon,Richard,Washington
1223,Marvin Webster,216,102,Morgan State University,1952,Baltimore,Maryland,Marvin,Webster
1224,Bob Wilkerson,198,88,Indiana University,1954,Anderson,Indiana,Bob,Wilkerson
1225,Chuck Williams,183,74,Seattle University,1943,Colorado Springs,Colorado,Chuck,Williams
1226,Chuckie Williams,183,74,Seattle University,1943,Colorado Springs,Colorado,Chuckie,Williams
1227,John Williamson,188,83,New Mexico State University,1951,New Haven,Connecticut,John,Williamson
1228,Willie Wise,196,95,Drake University,1947,San Francisco,California,Willie,Wise
1229,Larry Wright,185,72,Grambling State University,1954,Monroe,Louisiana,Larry,Wright
1230,Tate Armstrong,190,79,Duke University,1955,Moultrie,Georgia,Tate,Armstrong
1231,Greg Ballard,201,97,University of Oregon,1955,Los Angeles,California,Greg,Ballard
1232,Kent Benson,208,106,Indiana University,1954,New Castle,Indiana,Kent,Benson
1233,Otis Birdsong,190,86,University of Houston,1955,Winter Haven,Florida,Otis,Birdsong
1234,Phil Bond,188,79,University of Louisville,1954,Louisville,Kentucky,Phil,Bond
1235,Jim Bostic,201,102,New Mexico State University,1953,Brooklyn,New York,Jim,Bostic
1236,Alonzo Bradley,198,86,Texas Southern University,1953,Utica,Mississippi,Alonzo,Bradley
1237,Mike Bratz,188,83,Stanford University,1955,Lompoc,California,Mike,Bratz
1238,Wayman Britt,188,83,University of Michigan,1952,Wilson Mills,North Carolina,Wayman,Britt
1239,Kenny Carr,201,99,North Carolina State University,1955,Washington,District of Columbia,Kenny,Carr
1240,Bob Carrington,198,88,Boston College,1953,Brookline,Massachusetts,Bob,Carrington
1241,Wesley Cox,198,97,University of Louisville,1955,Louisville,Kentucky,Wesley,Cox
1242,Charlie Criss,173,74,New Mexico State University,1948,Valhalla,New York,Charlie,Criss
1243,Mark Crow,201,95,Duke University,1954,Edwards AFB,California,Mark,Crow
1244,Brad Davis,190,81,University of Maryland,1955,Monaca,Pennsylvania,Brad,Davis
1245,Walter Davis,203,92,Texas A&M University,1931,Beaumont,Texas,Walter,Davis
1246,Jacky Dorsey,201,104,University of Georgia,1954,Atlanta,Georgia,Jacky,Dorsey
1247,T.R. Dunn,201,104,Unknown,1954,Unknown,Unknown,T.R.,Dunn
1248,James Edwards,213,102,University of Washington,1955,Seattle,Washington,James,Edwards
1249,Bo Ellis,196,83,Niagara University,1936,Unknown,Unknown,Bo,Ellis
1250,Al Fleming,201,97,University of Arizona,1954,Chicago,Illinois,Al,Fleming
1251,Bayard Forrest,208,106,Grand Canyon University,1954,San Jose,California,Bayard,Forrest
1252,Mike Glenn,188,79,Southern Illinois University,1955,Rome,Georgia,Mike,Glenn
1253,Glen Gondrezick,198,98,"University of Nevada, Las Vegas",1955,Boulder,Colorado,Glen,Gondrezick
1254,Rickey Green,183,77,University of Michigan,1954,Chicago,Illinois,Rickey,Green
1255,Greg Griffin,201,86,Idaho State University,1952,Cleveland,Ohio,Greg,Griffin
1256,Ernie Grunfeld,198,95,University of Tennessee,1955,Satu-Mare,Romania,Ernie,Grunfeld
1257,Joe Hassett,196,81,Providence College,1955,Providence,Rhode Island,Joe,Hassett
1258,Eddie Johnson,203,92,Tennessee State University,1944,Atlanta,Georgia,Eddie,Johnson
1259,Larry Johnson,190,92,University of Kentucky,1954,Morganfield,Kentucky,Larry,Johnson
1260,Marques Johnson,201,98,"University of California, Los Angeles",1956,Nachitoches,Louisiana,Marques,Johnson
1261,Eddie Jordan,185,77,Rutgers University,1955,Washington,District of Columbia,Eddie,Jordan
1262,Bernard King*,201,92,University of Tennessee,1956,Brooklyn,New York,Bernard,King*
1263,Toby Knight,206,95,University of Notre Dame,1955,Bronx,New York,Toby,Knight
1264,John Kuester,188,81,University of North Carolina,1955,Richmond,Virginia,John,Kuester
1265,Tom LaGarde,208,99,University of North Carolina,1955,Detroit,Michigan,Tom,LaGarde
1266,Mark Landsberger,203,97,Arizona State University,1955,Minot,North Dakota,Mark,Landsberger
1267,Rich Laurel,198,86,Hofstra University,1954,Philadelphia,Pennsylvania,Rich,Laurel
1268,Ricky Marsh,190,90,Manhattan College,1954,New York,New York,Ricky,Marsh
1269,Cedric Maxwell,203,92,University of North Carolina at Charlotte,1955,Kinston,North Carolina,Cedric,Maxwell
1270,Larry Moffett,203,95,"University of Nevada, Las Vegas",1954,Mobile,Alabama,Larry,Moffett
1271,Glenn Mosley,203,88,Seton Hall University,1955,Newark,New Jersey,Glenn,Mosley
1272,Norm Nixon,188,77,Duquesne University,1955,Macon,Georgia,Norm,Nixon
1273,Eddie Owens,201,95,"University of Nevada, Las Vegas",1953,Unknown,Unknown,Eddie,Owens
1274,Ben Poquette,206,106,Central Michigan University,1955,Ann Arbor,Michigan,Ben,Poquette
1275,Robert Reid,203,92,St. Mary's University,1955,Atlanta,Georgia,Robert,Reid
1276,Anthony Roberts,196,83,Oral Roberts University,1955,Chattanooga,Tennessee,Anthony,Roberts
1277,Tony Robertson,193,88,West Virginia University,1956,Detroit,Michigan,Tony,Robertson
1278,Tree Rollins,216,106,Clemson University,1955,Winter Haven,Florida,Tree,Rollins
1279,Alvin Scott,201,83,Oral Roberts University,1955,Cleveland,Tennessee,Alvin,Scott
1280,Steve Sheppard,198,97,University of Maryland,1954,New York,New York,Steve,Sheppard
1281,Jack Sikma,211,104,Illinois Wesleyan University,1955,Kankakee,Illinois,Jack,Sikma
1282,Scott Sims,185,77,University of Missouri,1955,Kirksville,Missouri,Scott,Sims
1283,Robert Smith,180,74,"University of Nevada, Las Vegas",1955,Los Angeles,California,Robert,Smith
1284,Phil Walker,190,81,Millersville University of Pennsylvania,1956,Philadelphia,Pennsylvania,Phil,Walker
1285,Wilson Washington,206,102,Old Dominion University,1955,Norfolk,Virginia,Wilson,Washington
1286,Ray Williams,190,85,University of Minnesota,1954,Mount Vernon,New York,Ray,Williams
1287,Kim Anderson,201,90,University of Missouri,1955,Sedalia,Missouri,Kim,Anderson
1288,Del Beshore,180,74,California University of Pennslyvania,1956,Mechanicsburg,Pennsylvania,Del,Beshore
1289,Dennis Boyd,185,79,University of Detroit Mercy,1954,Portsmouth,Virginia,Dennis,Boyd
1290,Winford Boynes,198,83,University of San Francisco,1957,Greenville,South Carolina,Winford,Boynes
1291,Ron Brewer,193,81,University of Arkansas,1955,Fort Smith,Arkansas,Ron,Brewer
1292,Greg Bunch,198,86,"California State University, Fullerton",1956,San Bernardino,California,Greg,Bunch
1293,Marty Byrnes,201,97,Syracuse University,1956,Syracuse,New York,Marty,Byrnes
1294,Ron Carter,196,86,Virginia Military Institute,1956,Pittsburgh,Pennsylvania,Ron,Carter
1295,Maurice Cheeks,185,81,West Texas A&M University,1956,Chicago,Illinois,Maurice,Cheeks
1296,Michael Cooper,196,77,University of New Mexico,1956,Los Angeles,California,Michael,Cooper
1297,Wayne Cooper,208,99,University of New Orleans,1956,Milan,Georgia,Wayne,Cooper
1298,Dave Corzine,211,113,DePaul University,1956,Arlington Heights,Illinois,Dave,Corzine
